name,country,lat,lon,population,capital
Doilungdeqen,CN,29.65505,90.99177,137451,0
Dokri,PK,27.37421,68.09715,125000,0
Dolisie,CG,-4.19834,12.66664,121000,0
Dombivali,IN,19.21667,73.08333,1247327,0
Donaustadt,AT,48.2333,16.46002,187007,0
Doncaster,GB,53.52285,-1.13116,113566,0
Donetsk,UA,48.023,37.80224,901645,0
Dong Ha,VN,16.81625,107.10031,164228,0
Dongguan,CN,23.01797,113.74866,9644871,0
Donghae City,KR,37.54389,129.10694,101128,0
Donghai,CN,22.94593,115.64204,264709,0
Dongling,CN,41.81444,123.57583,171454,0
Dongtai,CN,32.85231,120.30947,262873,0
Dongyang,CN,29.26778,120.22528,130387,0
Dongying,CN,37.46271,118.49165,998968,0
Dordrecht,NL,51.81,4.67361,119260,0
Dortmund,DE,51.51494,7.466,588462,0
Dorud,IR,33.49218,49.0616,121638,0
Dos Hermanas,ES,37.28287,-5.92088,122943,0
Dosquebradas,CO,4.83916,-75.66727,206693,0
Douala,CM,4.04827,9.70428,1338082,0
Douglas,IM,54.15,-4.48333,26218,1
Douliu,TW,23.70944,120.54333,107924,0
Dourados,BR,-22.22111,-54.80556,162202,0
Downey,US,33.94001,-118.13257,114219,0
Drammen,NO,59.74389,10.20449,106013,0
Dresden,DE,51.05089,13.73832,564904,0
Dubai,AE,25.07725,55.30927,3790000,0
Dubai Investments Park,AE,25.00827,55.15682,160000,0
Dubai Marina,AE,25.08525,55.14646,120000,0
Dublin,IE,53.33306,-6.24889,1024027,1
Dubreka,GN,9.79111,-13.52333,182296,0
Dudley,GB,52.5,-2.08333,199059,0
Duekoue,CI,6.74202,-7.34918,117023,0
Duesseldorf,DE,51.22319,6.77927,618685,0
Duezce,TR,40.83889,31.16389,194097,0
Duisburg,DE,51.43247,6.76516,504358,0
Duma,SY,33.57175,36.4027,111864,0
Dumaguete,PH,9.30646,123.30769,113541,0
Dumai,ID,1.66711,101.44316,349389,0
Dundee,GB,56.46913,-2.97489,148210,0
Dundo,AO,-7.36643,20.81557,177604,0
Dunedin,NZ,-45.87416,170.50361,132800,0
Dunhua,CN,43.36954,128.22861,148844,0
Dunhuang,CN,40.16667,94.68333,186027,0
Duque de Caxias,BR,-22.78556,-43.31167,818329,0
Durban,ZA,-29.8579,31.0292,3338026,0
Durg,IN,21.19147,81.27619,268806,0
Durgapur,IN,23.51583,87.30801,518872,0
Durham,US,35.99403,-78.89862,257636,0
Durres,AL,41.32355,19.45469,195920,0
Dushanbe,TJ,38.53575,68.77905,679400,1
Dusit,TH,13.77706,100.51958,107655,0
Duyun,CN,26.26667,107.51667,198516,0
Dzerzhinsk,RU,56.24422,43.45543,233126,0
E'zhou,CN,30.39607,114.88655,668727,0
East Chattanooga,US,35.06535,-85.24912,154024,0
East Flatbush,US,40.65371,-73.93042,178464,0
East Hampton,US,37.03737,-76.33161,147993,0
East Harlem,US,40.79472,-73.9425,115921,0
East Helsinki,FI,60.21043,25.08289,170557,0
East Independence,US,39.09556,-94.35523,110675,0
East Jerusalem,PS,31.78336,35.23388,428304,0
East London,ZA,-33.01529,27.91162,478676,0
East Los Angeles,US,34.0239,-118.17202,126496,0
East New York,US,40.66677,-73.88236,173198,0
Eastbourne,GB,50.76871,0.28453,101689,0
Ebetsu,JP,43.10806,141.55056,133953,0
Ebina,JP,35.38121,139.39651,136516,0
Ebolowa,CM,2.9,11.15,101363,0
Ebute Ikorodu,NG,6.60086,3.48818,535619,0
Ecatepec de Morelos,MX,19.60492,-99.06064,1645352,0
Ede,NG,7.73635,4.43536,159866,0
Edea,CM,3.8,10.13333,103861,0
Edinburgh,GB,55.95206,-3.19648,514990,0
Edirne,TR,41.67719,26.55597,180002,0
Edison,US,40.51872,-74.4121,102548,0
Edmonton,CA,53.55014,-113.46871,1010899,0
Edogawe,JP,35.69225,139.87308,697932,0
Efon-Alaaye,NG,7.65649,4.92235,279319,0
Eimsbuettel,DE,53.57416,9.95679,269118,0
Eindhoven,NL,51.44083,5.47778,235691,0
Eixample,ES,41.38896,2.16179,266477,0
Ejido,VE,8.54665,-71.24087,120978,0
Ejigbo,NG,7.90303,4.31364,138357,0
Ekibastuz,KZ,51.72371,75.32287,121470,0
El Achir,DZ,36.06386,4.62744,158333,0
El Cajon,US,32.79477,-116.96253,103679,0
El Daein,SD,11.46186,26.12583,264734,0
El Dibir,SO,11.76667,51.21667,200000,0
El Eulma,DZ,36.15281,5.69016,145380,0
El Fasher,SD,13.62793,25.34936,252609,0
El Geneina Fort,SD,13.47481,22.45744,134264,0
El Jadida,MA,33.25682,-8.50882,212863,0
El Kelaa des Srarhna,MA,32.05121,-7.41079,103982,0
El Limon,VE,10.30589,-67.63212,148247,0
El Monte,US,34.06862,-118.02757,116732,0
El Mourouj,TN,36.71364,10.2096,120732,0
El Obeid,SD,13.18421,30.21669,393311,0
El Oued,DZ,33.35608,6.86319,186525,0
El Paso,US,31.75872,-106.48693,678815,0
El Progreso,HN,15.4,-87.8,100810,0
El Tigre,VE,8.88902,-64.2527,222450,0
El Vigia,VE,8.6135,-71.65702,162289,0
Elazig,TR,38.67431,39.22321,443363,0
Elbasan,AL,41.11138,20.08224,100903,0
Elblag,PL,54.1522,19.40884,127558,0
Elche,ES,38.26218,-0.70107,234765,0
Eldoret,KE,0.52036,35.26993,475716,0
Elektrostal',RU,55.78647,38.45713,144387,0
Elgin,US,42.03725,-88.28119,112111,0
Elista,RU,46.30794,44.25537,106971,0
Elizabeth,US,40.66399,-74.2107,129007,0
Elk Grove,US,38.4088,-121.37162,166913,0
Elmhurst,US,40.73649,-73.87791,113364,0
Eloy Alfaro,EC,-2.16919,-79.83987,315724,0
Eluru,IN,16.71311,81.10437,218020,0
Emalahleni,ZA,-25.87133,29.23323,373403,0
Embu das Artes,BR,-23.64889,-46.85222,250691,0
Eminabad,PK,32.04237,74.25996,150646,0
Encheng,CN,22.18659,112.30424,110921,0
Enfield Town,GB,51.65147,-0.08497,156858,0
Engels,RU,51.48389,46.10528,196011,0
Enschede,NL,52.21833,6.89583,153655,0
Ensenada,MX,31.87149,-116.60071,443807,0
Enshi,CN,30.3,109.48333,279185,0
Entebbe,UG,0.05621,32.47949,102600,0
Enterprise,US,36.02525,-115.24194,108481,0
Enugu,NG,6.44132,7.49883,950000,0
Envigado,CO,6.17591,-75.59174,163007,0
Epworth,ZW,-17.89,31.1475,206365,0
Erbil,IQ,36.19117,44.00943,1612700,0
Erebuni,AM,40.13309,44.53009,129700,0
Eregli,TR,37.51333,34.04672,156253,0
Erfurt,DE,50.97734,11.03536,218793,0
Erlangen,DE,49.59099,11.00783,102675,0
Ermelino Matarazzo,BR,-23.49472,-46.47389,112333,0
Ermelo,ZA,-26.53333,29.98333,100324,0
Erode,IN,11.3428,77.72741,521891,0
Errachidia,MA,31.9314,-4.42663,100870,0
Erzincan,TR,39.73919,39.49015,150714,0
Erzurum,TR,39.90861,41.27694,767848,0
Escondido,US,33.11921,-117.08642,151038,0
Escuintla,GT,14.30097,-90.78816,156313,0
Esenler,TR,41.0435,28.87619,520235,0
Esenyurt,TR,41.02697,28.67732,983571,0
Eskisehir,TR,39.77667,30.52056,921630,0
Eslamshahr,IR,35.55222,51.23504,450000,0
Esmeraldas,EC,0.9592,-79.65397,218727,0
Esna,EG,25.29336,32.55402,462787,0
Espoo,FI,60.2052,24.6522,323910,0
Essen,DE,51.45657,7.01228,593085,0
Esuk Oron,NG,4.80293,8.25341,112033,0
Etah,IN,27.55879,78.65692,131023,0
Etawah,IN,26.77615,79.02133,257448,0
Etobicoke,CA,43.64415,-79.56985,365000,0
Etwatwa,ZA,-26.12516,28.45472,151866,0
Eugene,US,44.05207,-123.08675,176654,0
Eunapolis,BR,-16.3775,-39.58028,113710,0
Evansville,US,37.97476,-87.55585,119943,0
Evaton,ZA,-26.53333,27.85,725468,0
Everett,US,47.97898,-122.20208,108010,0
Exeter,GB,50.7236,-3.52751,130709,0
Ezeiza,AR,-34.8544,-58.52474,115021,0
Ezhou,CN,30.4,114.83333,193652,0
Facatativa,CO,4.81367,-74.35453,141762,0
Fairfield,US,38.24936,-122.03997,112970,0
Faisalabad,PK,31.41554,73.08969,3800193,0
Fangchenggang,CN,21.76945,108.35661,276315,0
Fanling,HK,22.49487,114.13949,263200,0
Faqus,EG,30.72816,31.79697,116945,0
Fardis,IR,35.7555,50.9967,181174,0
Fargo,US,46.87719,-96.7898,118523,0
Faridabad,IN,28.41124,77.31316,1414050,0
Faridpur,BD,23.60612,89.84064,112187,0
Farrukhabad,IN,27.39134,79.5793,241152,0
Fatehpur,IN,25.92774,80.81266,166480,0
Fatih,TR,41.0225,28.94083,356025,0
Favoriten,AT,48.16116,16.38233,201882,0
Fayetteville,US,35.05266,-78.87836,201963,0
Fazenda Rio Grande,BR,-25.6575,-49.30806,148873,0
Feira de Santana,BR,-12.26667,-38.96667,619609,0
Fendou,CN,46.64142,124.86283,226298,0
Fengcheng,CN,34.70388,116.58717,161850,0
Fengcheng,CN,40.45361,124.07167,120514,0
Fengcheng,CN,29.82587,107.06019,175576,0
Fenghuang,CN,27.93557,109.59961,370000,0
Fengshan,TW,22.62659,120.36126,356463,0
Fengxiang,CN,30.85841,121.46779,1140872,0
Fergana,UZ,40.38421,71.78432,299200,0
Fernando de la Mora,PY,-25.3386,-57.52167,120167,0
Ferrara,IT,44.83804,11.62057,132009,0
Ferraz de Vasconcelos,BR,-23.54083,-46.36861,179198,0
Fes,MA,34.03313,-5.00028,1191905,0
Fes al Bali,MA,34.0701,-4.95473,156000,0
Fianarantsoa,MG,-21.45267,47.08569,203105,0
Firozabad,IN,27.15092,78.39781,306409,0
Firozpur,IN,30.92574,74.61311,110313,0
Florence,IT,43.77925,11.24626,367150,0
Florencia,CO,1.61549,-75.60412,168346,0
Florianopolis,BR,-27.59667,-48.54917,508826,0
Floridablanca,CO,7.06222,-73.08644,267591,0
Floridsdorf,AT,48.25,16.4,162779,0
Flying Fish Cove,CX,-10.42172,105.67912,500,1
Foggia,IT,41.45845,15.55188,137032,0
Fontana,US,34.09223,-117.43505,212704,0
Fontanar,CU,23.02389,-82.408,178601,0
Forli,IT,44.22177,12.04144,116696,0
Formosa,AR,-26.18489,-58.17313,222226,0
Formosa,BR,-15.53722,-47.33444,115901,0
Fort Collins,US,40.58526,-105.08442,170924,0
Fort Lauderdale,US,26.12231,-80.14338,183146,0
Fort Wayne,US,41.1306,-85.12886,260326,0
Fort Worth,US,32.72541,-97.32085,1008106,0
Fort-de-France,MQ,14.60365,-61.07418,89995,1
Fortaleza,BR,-3.71722,-38.54306,2400000,0
Fortechnyi,UA,48.49865,32.25365,167451,0
Foshan,CN,23.02677,113.13148,9042509,0
Foumban,CM,5.72662,10.89865,130287,0
Foz do Iguacu,BR,-25.54778,-54.58806,258248,0
Franca,BR,-20.53861,-47.40083,358539,0
Franceville,GA,-1.63333,13.58357,132895,0
Francisco Morato,BR,-23.28167,-46.74528,165139,0
Francistown,BW,-21.17,27.50778,103417,0
Franco da Rocha,BR,-23.32167,-46.72694,144849,0
Frankfurt am Main,DE,50.11552,8.68417,650000,0
Freetown,SL,8.48714,-13.2356,802639,1
Freguesia do O,BR,-23.49877,-46.69983,137240,0
Freiburg,DE,47.9959,7.85222,237460,0
Fremont,US,37.54827,-121.98857,232206,0
Fresnillo,MX,23.1749,-102.86785,143281,0
Fresno,US,36.74773,-119.77237,542107,0
Friedrichshain Bezirk,DE,52.51559,13.45482,117829,0
Frisco,US,33.15067,-96.82361,154407,0
Fu'an,CN,27.09131,119.64446,154439,0
Fuchu,JP,35.67452,139.48216,262790,0
Fuding,CN,27.32734,120.21399,192352,0
Fuencarral,ES,40.5,-3.68333,238765,0
Fuencarral-El Pardo,ES,40.4984,-3.7314,220085,0
Fuenlabrada,ES,40.28419,-3.79415,190496,0
Fuerth,DE,49.47593,10.98856,132036,0
Fujairah,AE,25.11641,56.34141,118933,0
Fuji,CN,29.14819,105.37391,131927,0
Fuji,JP,35.16667,138.68333,245392,0
Fujieda,JP,34.86667,138.26667,145032,0
Fujimino,JP,35.90196,139.52489,113597,0
Fujinomiya,JP,35.21667,138.61667,132507,0
Fujisawa,JP,35.34926,139.47666,439728,0
Fukayacho,JP,36.2,139.28333,141268,0
Fukui-shi,JP,36.06443,136.22257,262328,0
Fukuoka,JP,33.6,130.41667,1612392,0
Fukushima,JP,37.75,140.46667,294237,0
Fukuyama,JP,34.48333,133.36667,468812,0
Fuling,CN,29.70997,107.39391,268658,0
Fullerton,US,33.87029,-117.92534,140847,0
Funafuti,TV,-8.52425,179.19417,6320,1
Funchal,PT,32.66568,-16.92547,105795,0
Funtua,NG,11.52351,7.31174,136811,0
Funza,CO,4.71638,-74.21195,116890,0
Fushun,CN,41.88669,123.94363,1400646,0
Fuxin,CN,42.01556,121.65889,689050,0
Fuyang,CN,32.9,115.81667,1768947,0
Fuyu,CN,45.18333,124.81667,138704,0
Fuzhou,CN,27.95999,116.33333,1089888,0
Fuzhou,CN,26.06139,119.30611,3740000,0
Fyzabad,IN,26.77549,82.15018,153047,0
GJien Ban,VN,15.88853,108.25447,226564,0
GJong GJa,VN,21.013,105.825,371606,0
GJong Hoi,VN,17.46885,106.62226,133672,0
GJong Xoai,VN,11.53495,106.88324,168000,0
GJuc Pho,VN,14.81355,108.95931,155743,0
GJuc Trong,VN,11.73559,108.3733,161232,0
Gabela,AO,-10.85147,14.37993,116903,0
Gabes,TN,33.88146,10.0982,110075,0
Gaborone,BW,-24.65451,25.90859,246325,1
Gadag,IN,15.42977,75.62971,172612,0
Gadag-Betageri,IN,15.4167,75.6167,172813,0
Gagnoa,CI,6.13193,-5.9506,277044,0
Gainesville,US,29.65163,-82.32483,145214,0
Gajuwaka,IN,17.7,83.21667,258944,0
Galati,RO,45.43687,28.05028,217851,0
Gama,BR,-16.02511,-48.07121,139467,0
Gandajika,CD,-6.74504,23.95328,208051,0
Gandhidham,IN,23.08333,70.13333,247992,0
Gandhinagar,IN,23.21667,72.68333,292797,0
Gangapur,IN,26.47249,76.71744,120115,0
Gangavati,IN,15.4313,76.52933,114642,0
Gangneung,KR,37.75266,128.87239,208161,0
Gangtok,IN,27.32574,88.61216,100286,0
Gangu Chengguanzhen,CN,34.73564,105.32632,103589,0
Ganja,AZ,40.68157,46.36134,330663,0
Ganzhou,CN,25.84664,114.9326,1977253,0
Gao,ML,16.27167,-0.04472,133110,0
Gaojing,CN,31.32225,121.4751,127512,0
Gaomi,CN,36.38333,119.75278,391986,0
Gaoping,CN,30.77576,106.10294,204368,0
Gaozhou,CN,21.91965,110.85678,292164,0
Gapan,PH,15.3072,120.9464,129610,0
Garanhuns,BR,-8.88202,-36.50216,151064,0
Garden Grove,US,33.77391,-117.94145,175393,0
Gardez,AF,33.59744,69.22592,103601,0
Garhi Khairo,PK,28.05717,67.97898,193297,0
Garissa,KE,-0.45275,39.64601,163399,0
Garland,US,32.91262,-96.63888,236897,0
Garut,ID,-7.245,107.921,131809,0
Gashua,NG,12.87398,11.04057,125817,0
Gasteiz / Vitoria,ES,42.84998,-2.67268,257407,0
Gatineau,CA,45.47723,-75.70164,300045,0
Gaya,IN,24.79686,85.00385,474093,0
Gaza,PS,31.50161,34.46672,410000,0
Gaziantep,TR,37.05944,37.3825,2222415,0
Gazipur,BD,23.99844,90.42234,2674697,0
Gboko,NG,7.32275,9.00108,365000,0
Gbongan,NG,7.47734,4.35351,139485,0
Gdansk,PL,54.35227,18.64912,487371,0
Gdynia,PL,54.51889,18.53188,257000,0
Gebze,TR,40.80276,29.43068,281436,0
Geelong,AU,-38.14711,144.36069,282809,0
Geita,TZ,-2.8725,32.2325,318006,0
Gejiu,CN,23.36085,103.15372,136135,0
Gelsenkirchen,DE,51.50508,7.09654,270028,0
Gemena,CD,3.25651,19.77234,197159,0
General Santos,PH,6.11278,125.17167,722059,0
Geneva,CH,46.20222,6.14569,201741,0
Genoa,IT,44.40478,8.94439,580097,0
Gent,BE,51.05,3.71667,265086,0
Geoje,KR,34.81379,128.70556,232921,0
George,ZA,-33.963,22.46173,188580,0
George Town,KY,19.2866,-81.37436,29370,1
George Town,MY,5.41123,100.33543,158336,0
Georgetown,GY,6.80448,-58.15527,235017,1
Gera,DE,50.88029,12.08187,104659,0
Gereida,SD,11.27543,25.14026,120000,0
Germiston,ZA,-26.23481,28.17665,255863,0
Getafe,ES,40.30571,-3.73295,187525,0
Geylang,SG,1.31953,103.88689,110201,0
Ghardaia,DZ,32.49094,3.67347,142913,0
Ghaziabad,IN,28.66535,77.43915,1199191,0
Ghazipur,IN,25.58333,83.58526,103095,0
Ghazni,AF,33.55391,68.42096,141000,0
Ghotki,PK,28.00437,69.31569,119879,0
Ghulja,CN,43.91515,81.32151,269158,0
Gia Lam,VN,21.02,105.939,309353,0
Gia Rai,VN,9.23444,105.45833,145340,0
Gibraltar,GI,36.14474,-5.35257,26544,1
Gifu,JP,35.42291,136.76039,402557,0
Gijang,KR,35.24417,129.21389,176388,0
Gijon,ES,43.53573,-5.66152,271780,0
Gilbert,US,33.35283,-111.78903,247542,0
Gilgit,PK,35.91869,74.31245,216760,0
Gillingham,GB,51.38914,0.54863,101187,0
Gimcheon,KR,36.12176,128.11981,150000,0
Gimpo-si,KR,37.62361,126.71417,203391,0
Gingoog,PH,8.82778,125.09972,138895,0
Ginowan,JP,26.26265,127.76147,100125,0
Girardot City,CO,4.30079,-74.80754,107324,0
Giresun,TR,40.91698,38.38741,125682,0
Girga,EG,26.33721,31.89295,151256,0
Giridih,IN,24.18622,86.30875,114533,0
Giron,CO,7.0682,-73.16981,108466,0
Girona,ES,41.98311,2.82493,100266,0
Gisenyi,RW,-1.70278,29.25639,172357,0
Gitega,BI,-3.42708,29.92463,64904,1
Giza,EG,30.00944,31.20861,4367343,0
Glasgow,GB,55.86515,-4.25763,626410,0
Glazov,RU,58.14,52.65619,100676,0
Glendale,US,33.53865,-112.18599,240126,0
Glendale,US,34.14251,-118.25508,201020,0
Gliwice,PL,50.29761,18.67658,198835,0
Gloucester,CA,45.35,-75.63333,150012,0
Gloucester,GB,51.86568,-2.2431,132416,0
Go Vap,VN,10.81667,106.68333,110850,0
Godhra,IN,22.77547,73.61488,143644,0
Godome,BJ,6.38948,2.34581,253262,0
Goelbasi,TR,39.79043,32.80903,165201,0
Goettingen,DE,51.53443,9.93228,122149,0
Goiania,BR,-16.67861,-49.25389,1536097,0
Gojra,PK,31.14926,72.68323,214000,0
Gokalpur,IN,28.7029,77.28961,121870,0
Gol'yanovo,RU,55.82299,37.81306,158000,0
Gold Coast,AU,-28.00029,153.43088,640778,0
Golestan,IR,35.5183,51.1819,240000,0
Golfe,AO,-8.86639,13.26173,655796,0
Goma,CD,-1.67409,29.22845,432587,0
Gombe,NG,10.28969,11.16729,560000,0
Gomez Palacio,MX,25.56871,-103.4996,257352,0
Gonbad-e Kavus,IR,37.25004,55.16721,151910,0
Gonda City,IN,27.13181,81.95332,133583,0
Gondal,IN,21.96074,70.80255,112197,0
Gonder,ET,12.6,37.46667,466000,0
Gondia,IN,21.46026,80.19205,132813,0
Gongheyong,CN,22.75923,113.79452,204881,0
Gongzhuling,CN,43.50075,124.81979,140909,0
Gorakhpur,IN,29.44768,75.67206,1324570,0
Gorakhpur,IN,26.76628,83.36889,674246,0
Gorgan,IR,36.8427,54.44391,244937,0
Gorontalo,ID,0.5375,123.0625,205390,0
Gorzow Wielkopolski,PL,52.73371,15.22505,114567,0
Gothenburg,SE,57.70716,11.96679,608462,0
Governador Valadares,BR,-18.85111,-41.94944,250878,0
Goyang-si,KR,37.65639,126.835,1061752,0
Gqeberha,ZA,-33.96109,25.61494,1050078,0
Gracia,ES,41.40237,2.15641,121502,0
Grajau,BR,-23.76979,-46.67112,384873,0
Granada,ES,37.18817,-3.60667,233532,0
Grand Prairie,US,32.74596,-96.99778,187809,0
Grand Rapids,US,42.96336,-85.66809,195097,0
Gravatai,BR,-29.94218,-50.99278,265074,0
Gravesend,US,40.5976,-73.96514,112229,0
Graz,AT,47.06733,15.44197,303270,0
Greater Noida,IN,28.49615,77.53601,293908,0
Greater Sudbury,CA,46.49,-80.99001,166004,0
Greeley,US,40.42331,-104.70913,108795,0
Green Bay,US,44.51916,-88.01983,105207,0
Greensboro,US,36.07264,-79.79198,285342,0
Grenoble,FR,45.17869,5.71479,158552,0
Gresham,US,45.49818,-122.43148,110553,0
Grogol,ID,-7.60111,110.81861,100613,0
Groningen,NL,53.21917,6.56667,244807,0
Grozny,RU,43.31195,45.68895,297137,0
Grytviken,GS,-54.28111,-36.5092,2,1
Guacara,VE,10.22609,-67.877,198883,0
Guadalajara,MX,20.67738,-103.34749,1385629,0
Guadalajara de Buga,CO,3.90089,-76.29783,114316,0
Guadalupe,MX,25.67663,-100.25907,673616,0
Guadalupe,MX,22.74678,-102.5188,170029,0
Guaianases,BR,-23.54333,-46.41083,109316,0
Guanabacoa,CU,23.12518,-82.30067,112964,0
Guanare,VE,9.03934,-69.73364,112286,0
Guang'an,CN,30.47413,106.63696,858159,0
Guangshui,CN,31.6199,113.9978,154771,0
Guangyuan,CN,32.44201,105.823,516424,0
Guangzhou,CN,23.11667,113.25,16096724,0
Guankou,CN,28.15861,113.62709,1380000,0
Guantanamo,CU,20.14444,-75.20917,272801,0
Guara,BR,-15.80976,-47.97202,120641,0
Guarapari,BR,-20.67182,-40.50196,124656,0
Guarapuava,BR,-25.39048,-51.46541,182093,0
Guaratingueta,BR,-22.81639,-45.1925,118044,0
Guarenas,VE,10.47027,-66.61934,248588,0
Guaruja,BR,-23.99306,-46.25639,322750,0
Guarulhos,BR,-23.46278,-46.53333,1169577,0
Guatemala City,GT,14.64072,-90.51327,994938,1
Guatire,VE,10.474,-66.54241,227666,0
Guayaquil,EC,-2.19616,-79.88621,2723665,0
Gucun,CN,31.34933,121.39341,240185,0
Gudivada,IN,16.43547,80.99555,118167,0
Guediawaye,SN,14.77446,-17.40212,329659,0
Guelma,DZ,36.46214,7.42608,120004,0
Guelmim,MA,28.98696,-10.05738,129200,0
Guelph,CA,43.54594,-80.25599,143740,0
Guigang,CN,23.11603,109.59472,1086327,0
Guiguinto,PH,14.83333,120.88333,118173,0
Guilin,CN,25.28022,110.29639,1572300,0
Guixi,CN,30.33355,107.34545,188980,0
Guiyang,CN,26.58333,106.71667,3037159,0
Gujangbagh,CN,37.10927,79.93433,408894,0
Gujranwala,PK,32.15567,74.18705,2511118,0
Gujrat,PK,32.5742,74.07542,574240,0
Guli,CN,28.88162,120.03308,536000,0
Gulin,CN,28.04223,105.81038,116527,0
Gulu,UG,2.77457,32.29899,177400,0
Gumi,KR,36.1136,128.336,404691,0
Guna,IN,24.64691,77.3113,180935,0
Gunan,CN,29.0231,106.648,208010,0
Gundupalaiyam,IN,11.94096,79.80294,300104,0
Gunpo,KR,37.3675,126.94694,286485,0
Gunsan,KR,35.97861,126.71139,264656,0
Guntakal,IN,15.17112,77.36244,126270,0
Guntur,IN,16.29974,80.45729,670073,0
Gunungsitoli,ID,1.2888,97.6143,136707,0
Guri-si,KR,37.5986,127.1394,195236,0
Gurue,MZ,-15.46694,36.97778,168971,0
Gurugram,IN,28.4601,77.02635,886519,0
Gusau,NG,12.17024,6.66412,226857,0
Gustavia,BL,17.89618,-62.84978,5988,1
Gustavo Adolfo Madero,MX,19.49392,-99.11075,1185772,0
Guwahati,IN,26.1844,91.7458,962334,0
Guyong,PH,14.8361,120.97844,155391,0
Guyuan,CN,36.00667,106.28083,411854,0
Gwalior,IN,26.22983,78.17337,1054420,0
Gwangju,KR,35.15472,126.91556,1401235,0
Gwangmyeong,KR,37.47722,126.86639,357545,0
Gwangyang,KR,34.9414,127.69569,154266,0
Gweru,ZW,-19.45,29.81667,158200,0
Gyanpur,IN,25.33268,82.46637,200000,0
Gyeongju,KR,35.84278,129.21167,245365,0
Gyeongsan-si,KR,35.82333,128.73778,266951,0
Gyor,HU,47.68333,17.63512,129301,0
Gyumri,AM,40.79305,43.84635,114667,0
Ha Long,VN,20.95045,107.07336,270054,0
Ha Tien,VN,10.3831,104.48753,100560,0
Ha Tinh,VN,18.34282,105.90569,266321,0
Ha'il,SA,27.52188,41.69073,605930,0
Haarlem,NL,52.38084,4.63683,162543,0
Habikino,JP,34.55276,135.59097,109479,0
Habra,IN,22.84202,88.65606,139297,0
Hachinohe,JP,40.5,141.5,239046,0
Hachioji,JP,35.65583,139.32389,579355,0
Hada'iq al Qubbah,EG,30.08843,31.28351,339612,0
Hadano,JP,35.37111,139.22361,163787,0
Hadejia,NG,12.45347,10.04115,110753,0
Haeju,KP,38.04056,125.71472,222396,0
Hafar Al-Batin,SA,28.43279,45.97077,271642,0
Hafizabad,PK,32.07095,73.68802,318621,0
Hagatna,GU,13.47567,144.74886,1051,1
Hagen,DE,51.36081,7.47168,198972,0
Hagonoy,PH,14.83413,120.73271,123531,0
Hai Ba Trung,VN,21.01341,105.84772,303586,0
Hai Chau,VN,15.91667,108.13333,131427,0
Hai Duong,VN,20.94099,106.33302,241373,0
Haicheng,CN,40.85158,122.74754,191651,0
Haifa,IL,32.81303,34.99928,285316,0
Haikou,CN,24.77985,102.57548,112644,0
Haikou,CN,20.03421,110.34651,2873358,0
Hailar,CN,49.2,119.7,211066,0
Hailin,CN,44.57149,129.38539,144443,0
Hailun,CN,47.44663,126.92475,109881,0
Haimen,CN,23.19346,116.61219,125427,0
Haiphong,VN,20.86481,106.68345,2625200,0
Hajipur,IN,25.68544,85.20981,147688,0
Hakodate,JP,41.77583,140.73667,275730,0
Haldia,IN,22.06046,88.10975,170695,0
Haldwani,IN,29.22254,79.5286,139497,0
Halifax,CA,44.64269,-63.57688,471559,0
Halisahar,IN,22.93218,88.41859,128172,0
Halle (Saale),DE,51.48158,11.97947,237865,0
Halwan,EG,29.84144,31.30084,230000,0
Hamadan,IR,34.79922,48.51456,528256,0
Hamah,SY,35.13179,36.75783,460602,0
Hamamatsu,JP,34.7,137.73333,791707,0
Hamburg,DE,53.55073,9.99302,1973896,0
Hamburg-Mitte,DE,53.55,10.01667,301231,0
Hamburg-Nord,DE,53.58935,9.984,315514,0
Hamhung,KP,39.91833,127.53639,559056,0
Hami,CN,42.83393,93.50601,246373,0
Hamilton,BM,32.2949,-64.78303,902,1
Hamilton,CA,43.25011,-79.84963,569353,0
Hamilton,NZ,-37.78333,175.28333,192100,0
Hamm,DE,51.68033,7.82089,178967,0
Hammamet,TN,36.4,10.61667,106326,0
Hammanskraal,ZA,-25.40892,28.287,112950,0
Hampton,US,37.02987,-76.34522,137148,0
Hanam,KR,37.54,127.20556,254415,0
Handa,JP,34.88333,136.93333,117884,0
Handan,CN,36.60999,114.48764,1358318,0
Handeni,TZ,-5.43333,38.01667,108968,0
Hanfeng,CN,31.16946,108.4031,196528,0
Hangu,CN,39.24889,117.78917,208369,0
Hangzhou,CN,30.29365,120.16142,9236032,0
Hanjia,CN,29.29524,108.16132,108430,0
Hannover,DE,52.37052,9.73322,515140,0
Hanoi,VN,21.0245,105.84117,8053663,1
Hanumangarh,IN,29.58182,74.32938,155687,0
Hanzhong,CN,33.07507,107.02214,1006557,0
Hapur,IN,28.72985,77.78068,242920,0
Harar,ET,9.31387,42.11815,157000,0
Harare,ZW,-17.82772,31.05337,1542813,1
Harbin,CN,45.75,126.65,5242897,0
Harburg,DE,53.46057,9.98388,169221,0
Hardoi,IN,27.39491,80.13165,122635,0
Hargeysa,SO,9.56,44.065,477876,0
Haridwar,IN,29.94791,78.16025,186079,0
Harlem,US,40.80788,-73.94542,116345,0
Harrow,GB,51.57835,-0.33208,149246,0
Hartford,US,41.76371,-72.68509,121054,0
Harunabad,PK,29.61206,73.13802,149679,0
Hashtsal,IN,28.63406,77.05771,176877,0
Hasilpur,PK,29.69221,72.54566,168146,0
