name,country,lat,lon,population,capital
Sangli,IN,16.85438,74.56417,601214,0
Sanhe,CN,39.98049,117.06887,965075,0
Sanhe,CN,29.86864,107.73027,140954,0
Sanliurfa,TR,37.16708,38.79392,449549,0
Sanmenxia,CN,34.78081,111.19287,669307,0
Sanming,CN,26.24861,117.61861,602166,0
Sano,JP,36.31667,139.58333,117669,0
Sanshui,CN,23.15486,112.89161,153714,0
Sant Andreu,ES,41.43541,2.18982,142598,0
Sant Marti,ES,41.41814,2.19933,235719,0
Santa Ana,SV,13.98827,-89.55685,176661,0
Santa Ana,US,33.74557,-117.86783,310227,0
Santa Anita - Los Ficus,PE,-12.05048,-76.97335,184614,0
Santa Barbara d'Oeste,BR,-22.75361,-47.41361,188000,0
Santa Catarina,MX,25.67325,-100.45813,304052,0
Santa Clara,CU,22.40711,-79.96581,250512,0
Santa Clara,US,37.35411,-121.95524,126215,0
Santa Clarita,US,34.39166,-118.54259,182371,0
Santa Coloma de Gramenet,ES,41.45152,2.2081,118821,0
Santa Cruz,PH,14.6,120.98333,126735,0
Santa Cruz,PH,14.2814,121.4161,108145,0
Santa Cruz de Tenerife,ES,28.46824,-16.25462,211359,0
Santa Cruz de la Sierra,BO,-17.78629,-63.18117,1831434,0
Santa Cruz do Sul,BR,-29.7175,-52.42583,133230,0
Santa Fe,AR,-31.64881,-60.70868,391164,0
Santa Lucia Cotzumalguapa,GT,14.33505,-91.02339,112780,0
Santa Luzia,BR,-19.76972,-43.85139,219132,0
Santa Maria,BR,-29.68417,-53.80694,283677,0
Santa Maria,BR,-16.03095,-48.02929,116622,0
Santa Maria,US,34.95303,-120.43572,105093,0
Santa Marta,CO,11.23855,-74.19427,499192,0
Santa Rita,BR,-7.11389,-34.97806,149910,0
Santa Rosa,AR,-36.61617,-64.28991,102860,0
Santa Rosa,PH,14.31222,121.11139,216650,0
Santa Rosa,US,38.44047,-122.71443,178127,0
Santa Tecla,SV,13.67741,-89.28335,124694,0
Santa Teresa del Tuy,VE,10.23291,-66.66474,278890,0
Santana,BR,-0.03816,-51.17476,107618,0
Santana,BR,-23.49032,-46.6387,115689,0
Santana de Parnaiba,BR,-23.44417,-46.91778,154105,0
Santander,ES,43.46589,-3.80493,173635,0
Santarem,BR,-2.44306,-54.70833,189047,0
Santiago,CL,-33.45694,-70.64827,4837295,1
Santiago,PH,16.68808,121.5487,108414,0
Santiago de Cuba,CU,20.02287,-75.82171,555865,0
Santiago de Queretaro,MX,20.58806,-100.38806,1594212,0
Santiago de Surco,PE,-12.13588,-77.00742,251648,0
Santiago de los Caballeros,DO,19.45036,-70.69085,1200000,0
Santiago del Estero,AR,-27.80047,-64.26285,252192,0
Santo Andre,BR,-23.66389,-46.53833,662373,0
Santo Antonio,CN,22.20208,113.54394,129800,0
Santo Antonio de Jesus,BR,-12.96889,-39.26139,103055,0
Santo Domingo,DO,18.47186,-69.89232,2201941,1
Santo Domingo Este,DO,18.48511,-69.84757,700000,0
Santo Domingo Oeste,DO,18.5,-70,701269,0
Santo Domingo de los Colorados,EC,-0.25368,-79.17628,458580,0
Santol,PH,15.16222,120.5675,298976,0
Santos,BR,-23.96083,-46.33361,433656,0
Sants-Montjuic,ES,41.37263,2.1546,183120,0
Sanxia,TW,24.93448,121.37139,115185,0
Sanya,CN,18.25435,109.50947,1031396,0
Sao Bernardo do Campo,BR,-23.69389,-46.565,743372,0
Sao Caetano do Sul,BR,-23.62306,-46.55111,165655,0
Sao Carlos,BR,-22.0175,-47.89083,205035,0
Sao Goncalo do Amarante,BR,-5.79333,-35.32944,115838,0
Sao Joao de Meriti,BR,-22.80389,-43.37222,466536,0
Sao Jose,BR,-28.21344,-49.16383,200000,0
Sao Jose,BR,-27.61528,-48.6275,270299,0
Sao Jose de Ribamar,BR,-2.55572,-44.05992,244579,0
Sao Jose do Rio Preto,BR,-20.81972,-49.37944,480393,0
Sao Jose dos Campos,BR,-23.17944,-45.88694,729737,0
Sao Jose dos Pinhais,BR,-25.5302,-49.20836,329628,0
Sao Leopoldo,BR,-29.76028,-51.14722,209229,0
Sao Lourenco da Mata,BR,-8.00222,-35.01833,111249,0
Sao Lucas,BR,-23.59468,-46.54359,138038,0
Sao Luis,BR,-2.52972,-44.30278,917237,0
Sao Mateus,BR,-18.72011,-39.85891,123752,0
Sao Mateus,BR,-23.60583,-46.47889,155682,0
Sao Paulo,BR,-23.5475,-46.63611,12400232,0
Sao Pedro da Aldeia,BR,-22.83917,-42.10278,110556,0
Sao Rafael,BR,-23.62821,-46.45395,148145,0
Sao Tome,ST,0.33756,6.7299,53300,1
Sao Vicente,BR,-23.96306,-46.39194,329911,0
Sapele,NG,5.89405,5.67666,305000,0
Sapopemba,BR,-23.59556,-46.52472,266715,0
Sapporo,JP,43.06667,141.35,1973832,0
Sapucaia do Sul,BR,-29.81782,-51.14551,132107,0
Saqqez,IR,36.24992,46.2735,165258,0
Sarajevo,BA,43.84864,18.35644,696731,1
Sarandi,BR,-23.44361,-51.87389,118455,0
Saransk,RU,54.18485,45.17166,318841,0
Saratov,RU,51.54048,45.9901,844858,0
Sargodha,PK,32.08586,72.67418,975886,0
Sarh,TD,9.14555,18.38331,138928,0
Sari,IR,36.56332,53.06009,255396,0
Sariwon-si,KP,38.50722,125.75583,310100,0
Sarria-Sant Gervasi,ES,41.40104,2.1394,147912,0
Sasaram,IN,24.94942,84.01645,147408,0
Sasebo,JP,33.16834,129.72502,243223,0
Saskatoon,CA,52.13238,-106.66892,266141,0
Sasolburg,ZA,-26.81358,27.81695,135828,0
Satara,IN,17.68589,73.99333,120195,0
Satkhira,BD,22.70817,89.07185,128918,0
Satna,IN,24.57726,80.82719,282977,0
Satu Mare,RO,47.79926,22.86255,112490,0
Saugor,IN,23.83877,78.73874,274556,0
Saurimo,AO,-9.66078,20.39155,393000,0
Savannah,US,32.08354,-81.09983,147780,0
Savannakhet,LA,16.5703,104.7622,125760,0
Savar,BD,23.84858,90.25002,286008,0
Saveh,IR,35.0213,50.3566,220762,0
Sawai Madhopur,IN,26.02301,76.34408,121106,0
Sawangan,ID,-6.40278,106.77444,197170,0
Sayama,JP,35.85295,139.41212,160843,0
Schaerbeek,BE,50.86935,4.37737,132761,0
Schoeneberg,DE,52.49801,13.3443,122658,0
Scottsdale,US,33.50921,-111.89903,236839,0
Seattle,US,47.60621,-122.33207,780995,0
Sebeta,ET,8.91667,38.61667,102300,0
Sector 1,RO,44.49239,26.04831,225453,0
Sector 2,RO,44.4528,26.13321,290507,0
Sector 3,RO,44.4234,26.16874,385439,0
Sector 4,RO,44.37571,26.12085,287828,0
Sector 5,RO,44.38808,26.07144,271575,0
Sector 6,RO,44.43579,26.01649,367760,0
Secunderabad,IN,17.50427,78.54263,204182,0
Seeb,OM,23.67027,58.18911,470878,0
Segou,ML,13.44032,-6.25947,205787,0
Seguela,CI,7.96111,-6.67306,103980,0
Sehore,IN,23.2,77.08333,109118,0
Sejong,KR,36.59245,127.29223,394630,0
Sejoumi,TN,36.75583,10.11833,109672,0
Sekondi,GH,4.93422,-1.71454,285506,0
Sekondi-Takoradi,GH,4.92678,-1.75773,138872,0
Selayang Baru Utara,MY,3.2549,101.6668,542409,0
Semarang,ID,-6.99306,110.42083,1694740,0
Sembawang Estate,SG,1.45083,103.82861,110090,0
Semey,KZ,50.42064,80.25025,292780,0
Semnan,IR,35.57691,53.39205,124826,0
Senador Canedo,BR,-16.70806,-49.09306,118451,0
Sendai,JP,38.26667,140.86667,1096704,0
Sengerema,TZ,-2.66667,32.65,110000,0
Sengkang New Town,SG,1.39167,103.89444,267600,0
Sennar,SD,13.56907,33.56718,130122,0
Sentul,MY,3.18333,101.68333,100000,0
Seogwipo,KR,33.25333,126.56181,178552,0
Seongnam-si,KR,37.43861,127.13778,914832,0
Seoni,IN,22.08503,79.55037,102343,0
Seoul,KR,37.566,126.9784,10349312,1
Sepang,MY,2.6931,101.7498,212050,0
Sepatan,ID,-6.11889,106.575,118439,0
Serang,ID,-6.11528,106.15417,735651,0
Serangoon,SG,1.36278,103.8975,116900,0
Serangoon New Town,SG,1.35083,103.87083,116900,0
Serekunda,GM,13.43833,-16.67806,340000,0
Seremban,MY,2.7297,101.9381,372917,0
Sergeli,UZ,41.19833,69.22222,105700,0
Sergiyev Posad,RU,56.31204,38.13869,109252,0
Seri Kembangan,MY,3.03333,101.71667,130252,0
Seri Manjung,MY,4.1987,100.67,100000,0
Serilingampalle,IN,17.49313,78.30196,150525,0
Serpukhov,RU,54.9198,37.41618,128158,0
Serra,BR,-20.12861,-40.30778,520653,0
Sertaozinho,BR,-21.13778,-47.99028,126887,0
Set Ka Lay,MM,16.81435,96.11393,111514,0
Setagaya,JP,35.64188,139.64715,940071,0
Setapak,MY,3.207,101.727,353268,0
Sete Lagoas,BR,-19.46583,-44.24667,227397,0
Setia Alam,MY,3.10155,101.45565,150000,0
Setif,DZ,36.19112,5.41373,252127,0
Seto,JP,35.23333,137.1,127792,0
Settat,MA,33.00103,-7.61662,155333,0
Setubal,PT,38.5244,-8.8882,118166,0
Sevastopol,UA,44.60795,33.52134,547820,0
Severnyy,RU,55.93583,37.54889,200000,0
Severodvinsk,RU,64.55825,39.82971,194292,0
Seversk,RU,56.60056,84.88639,109844,0
Sevilla,ES,37.38283,-5.97317,686741,0
Sfax,TN,34.74056,10.76028,280566,0
Sha Tin,HK,22.38333,114.18333,495200,0
Shabqadar,PK,34.21599,71.5548,102340,0
Shache,CN,38.41667,77.24056,128145,0
Shagamu,NG,6.8485,3.64633,214558,0
Shah Alam,MY,3.08507,101.53281,740750,0
Shahdad Kot,PK,27.84726,67.90679,120687,0
Shahdadpur,PK,25.92539,68.6228,113342,0
Shahecheng,CN,36.93833,114.50583,125132,0
Shahin Shahr,IR,32.85788,51.5529,173329,0
Shahjanpur,IN,27.88165,79.90918,320434,0
Shahkot,PK,31.5709,73.48531,244868,0
Shahr-e Kord,IR,32.32612,50.8572,129153,0
Shahr-e Sadra,IR,29.79972,52.50215,122226,0
Shahrak-e Pardisan,IR,34.55734,50.80201,100000,0
Shahre Jadide Andisheh,IR,35.6803,51.0193,116062,0
Shahreza,IR,32.00877,51.86407,134952,0
Shahriar,IR,35.65884,51.05775,309607,0
Shahrisabz,UZ,39.05778,66.83417,142700,0
Shahrud,IR,36.41819,54.97628,165000,0
Shahuwadi,IN,16.90993,73.94654,180322,0
Shahzadpur,BD,24.17687,89.5988,102420,0
Shajing,CN,22.74628,113.81903,127089,0
Shakargarh,PK,32.26361,75.16008,126742,0
Shakhty,RU,47.71916,40.21603,221312,0
Sham Shui Po,HK,22.33023,114.15945,431090,0
Shanghai,CN,31.22222,121.45806,24874500,0
Shangluo,CN,33.86667,109.93056,531696,0
Shangqiu,CN,34.4143,115.65613,1859723,0
Shangrao,CN,28.45179,117.94287,1116486,0
Shangri-La,CN,27.82511,99.70779,186400,0
Shangyu,CN,30.01556,120.87111,770000,0
Shangzhi,CN,45.20562,128.00242,131006,0
Shanhaiguan,CN,40.00119,119.75395,140000,0
Shantipur,IN,23.24723,88.43302,149983,0
Shantou,CN,23.35489,116.67876,3838900,0
Shanwei,CN,22.78199,115.3475,491766,0
Shaoguan,CN,24.8,113.58333,1028460,0
Shaoshan,CN,27.91667,112.51667,118000,0
Shaowu,CN,27.34089,117.4831,112585,0
Shaoxing,CN,30.00237,120.57864,2300000,0
Shaoyang,CN,27.23818,111.46214,753194,0
Shaping,CN,22.77019,112.95776,107589,0
Sharjah,AE,25.3342,55.41221,1800000,0
Shashamane,ET,7.2,38.6,208400,0
Shchukino,RU,55.8,37.45,102000,0
Shchyolkovo,RU,55.92497,37.97218,113000,0
Sheepshead Bay,US,40.59122,-73.94458,122534,0
Sheffield,GB,53.38297,-1.4659,556500,0
Shekhupura,PK,31.71287,73.98556,591424,0
Shengavit,AM,40.1557,44.4779,140600,0
Shenglilu,CN,29.35048,105.8775,134218,0
Shenyang,CN,41.79222,123.43278,7050000,0
Shenzhen,CN,22.54554,114.0683,17494398,0
Sherbrooke,CA,45.40008,-71.89908,129447,0
Sherpur,BD,25.01881,90.01751,107419,0
Shevchenkivskyi,UA,50.46408,30.46576,220077,0
Shevchenko,UA,49.5645,34.53873,147600,0
Shibganj,BD,25.00146,89.32266,378701,0
Shibin al Kawm,EG,30.55258,31.00904,267945,0
Shibuya,JP,35.6589,139.70665,230609,0
Shihezi,CN,44.3023,86.03694,572772,0
Shijiazhuang,CN,38.04139,114.47861,3938513,0
Shijie,CN,23.09546,113.79195,246960,0
Shikarpur,PK,27.95558,68.63823,204938,0
Shillong,IN,25.56892,91.88313,143229,0
Shilong,CN,23.11444,113.84722,109733,0
Shimla,IN,31.10442,77.16662,173503,0
Shimonoseki,JP,33.95548,130.93713,265684,0
Shimotoda,JP,35.815,139.6853,140899,0
Shinagawa,JP,33.63627,133.00572,422488,0
Shinjuku,JP,35.69115,139.70854,349385,0
Shinyanga,TZ,-3.66393,33.42118,139727,0
Shiqi,CN,22.51682,113.38521,342306,0
Shiqiao,CN,22.9464,113.35769,135308,0
Shiraz,IR,29.61031,52.53113,1249942,0
Shivaji Nagar,IN,18.53017,73.85263,1000000,0
Shivamogga,IN,13.93157,75.56791,322650,0
Shivpuri,IN,25.42378,77.66223,179977,0
Shiyan,CN,32.6475,110.77806,3460000,0
Shizuishan,CN,38.98082,106.3892,739400,0
Shizuoka,JP,34.98333,138.38333,693389,0
Sholapur,IN,17.67152,75.91044,997281,0
Shomolu,NG,6.53891,3.3742,154390,0
Shouguang,CN,36.88,118.7375,473620,0
Shreveport,US,32.52515,-93.75018,187593,0
Shrirampur,IN,22.75278,88.34222,226317,0
Shuangcheng,CN,45.3798,126.30711,130710,0
Shuanglonghu,CN,29.71617,106.60684,128563,0
Shuangyashan,CN,46.67686,131.13273,600000,0
Shubra al Khaymah,EG,30.12511,31.25053,1240289,0
Shuifu,CN,28.63215,104.40783,102143,0
Shuizhai,CN,23.92961,115.76499,140493,0
Shujaabad,PK,29.88092,71.29344,151115,0
Shulin,TW,24.99085,121.42199,180044,0
Shunan,JP,34.08053,131.82564,149632,0
Shunyi,CN,40.12175,116.64783,117623,0
Shuozhou,CN,39.31583,112.4225,433700,0
Shushtar,IR,32.04972,48.84843,101878,0
Shyamnagar,IN,22.83333,88.36667,441956,0
Shymkent,KZ,42.30988,69.60042,1200000,0
Si Maha Phot,TH,13.96563,101.51352,100563,0
Si Racha,TH,13.17283,100.93159,178916,0
Sialkot,PK,32.49268,74.53134,911817,0
Sibiu,RO,45.8,24.15,134309,0
Sibu,MY,2.3,111.81667,198239,0
Sidi Bel Abbes,DZ,35.18994,-0.63085,210146,0
Sidi Slimane,MA,34.26479,-5.92598,101541,0
Sidoarjo,ID,-7.4478,112.7183,139189,0
Sidon,LB,33.55751,35.37148,163554,0
Siegen,DE,50.87481,8.02431,107242,0
Siem Reap,KH,13.36179,103.86056,139458,0
Siguatepeque,HN,14.59691,-87.83102,127468,0
Siguiri,GN,11.42282,-9.16852,148018,0
Siheungdong,KR,37.45177,126.91079,128142,0
Siirt,TR,37.9293,41.94134,114034,0
Sikar,IN,27.61206,75.13996,244497,0
Sikasso,ML,11.31755,-5.66654,349324,0
Silang,PH,14.21567,120.97137,119475,0
Silchar,IN,24.82733,92.79787,178865,0
Silifke,TR,36.37778,33.93444,132665,0
Siliguri,IN,26.71004,88.42851,515574,0
Silopi,TR,37.24379,42.46345,114645,0
Simele,IQ,36.85833,42.8501,152512,0
Simferopol,UA,44.95719,34.11079,336460,0
Simi Valley,US,34.26945,-118.78148,126788,0
Simmering,AT,48.18333,16.43333,101420,0
Simoes Filho,BR,-12.78444,-38.40389,114559,0
Sinah,IQ,36.80851,43.03935,128776,0
Sincelejo,CO,9.3045,-75.3905,277773,0
Sinch'on-up,KP,38.35323,125.48423,141407,0
Sinfra,CI,6.62103,-5.91144,245226,0
Singa,SD,13.1483,33.93117,250000,0
Singapore,SG,1.28967,103.85007,5638700,1
Singaraja,ID,-8.112,115.08818,133784,0
Singida,TZ,-4.81629,34.74358,232459,0
Singkawang,ID,0.90925,108.98463,253812,0
Singosari,ID,-7.8924,112.6658,182656,0
Singrauli,IN,24.19973,82.67535,220257,0
Sinjhoro,PK,26.03008,68.80867,354709,0
Sinnuris,EG,29.41345,30.86579,133532,0
Sinop,BR,-11.86417,-55.5025,216029,0
Sinp'o,KP,40.03971,128.1943,152759,0
Sinuiju,KP,40.10056,124.39806,288112,0
Sioux Falls,US,43.54369,-96.72796,171544,0
Siping,CN,43.16143,124.37785,555609,0
Siracusa,IT,37.07542,15.28664,121605,0
Sirajganj,BD,24.45771,89.70802,127481,0
Sirjan,IR,29.45137,55.6809,199704,0
Sirsa,IN,29.53489,75.02898,182534,0
Sirte,LY,31.20892,16.58866,106705,0
Sisli,TR,41.06046,28.98717,314684,0
Sitapur,IN,27.56192,80.68265,164435,0
Sitiawan,MY,4.2168,100.6996,156234,0
Sittwe,MM,20.14624,92.89835,177743,0
Situbondo,ID,-7.70623,114.00976,685967,0
Sivakasi,IN,9.44999,77.79797,234704,0
Sivas,TR,39.74833,37.01611,264022,0
Siverek,TR,37.75503,39.31667,175341,0
Siwan,IN,26.22096,84.35609,135066,0
Skardu,PK,35.29787,75.63372,260000,0
Skhidni Kvartaly,UA,48.56622,39.38256,102500,0
Skikda,DZ,36.87617,6.90921,182903,0
Skopje,MK,41.99646,21.43141,474889,1
Skudai,MY,1.53741,103.65779,159733,0
Slough,GB,51.50949,-0.59541,164793,0
Slovyansk,UA,48.84974,37.59739,105141,0
Smolensk,RU,54.77826,32.05088,330025,0
Smolyanskyi,UA,48.01435,37.73586,116779,0
Soacha,CO,4.57937,-74.21682,655025,0
Sobral,BR,-3.68611,-40.34972,203023,0
Soc Trang,VN,9.59995,105.97193,221430,0
Sochi,RU,43.59699,39.72477,327608,0
Sodo,ET,6.86,37.76159,204100,0
Soedermalm,SE,59.31278,18.07577,127323,0
Sofia,BG,42.69751,23.32415,1152556,1
Sogamoso,CO,5.71434,-72.93391,111336,0
Sohag,EG,26.55695,31.69478,266944,0
Sohar,OM,24.34745,56.70937,108274,0
Soka,JP,35.83643,139.79957,249645,0
Sokode,TG,8.98333,1.13333,117811,0
Sokoto,NG,13.06269,5.24322,1040000,0
Soledad,CO,10.91843,-74.76459,342556,0
Soledad de Graciano Sanchez,MX,22.18912,-100.93792,332072,0
Solihull,GB,52.41426,-1.78094,126577,0
Solikamsk,RU,59.66686,56.74267,100812,0
Solingen,DE,51.17343,7.0845,164359,0
Sollentuna,SE,59.42804,17.95093,139606,0
Solntsevo,RU,55.63711,37.38115,120000,0
Solwezi,ZM,-12.1688,26.38938,301370,0
Somaroboro,ZA,-25.34604,28.83431,114369,0
Somerset West,ZA,-34.08401,18.82113,225289,0
Son La,VN,21.3256,103.91882,106052,0
Son Tay,VN,21.14053,105.50686,230577,0
Sonargaon,BD,23.65,90.61667,130000,0
Songcheng,CN,26.88194,120.00111,165730,0
Songea,TZ,-10.68333,35.65,286285,0
Songjiang,CN,31.03443,121.22326,1973500,0
Songnan,CN,31.35043,121.48218,127347,0
Songnim-ni,KP,38.76349,125.64096,152425,0
Songyuan,CN,45.12902,124.82769,113611,0
Sonipat,IN,28.99478,77.01937,289333,0
Soreang,ID,-7.03306,107.51833,116780,0
Sorocaba,BR,-23.50167,-47.45806,687357,0
Sorong,ID,-0.87956,131.26104,219958,0
Sorriso,BR,-12.54528,-55.71139,120985,0
Sorsogon,PH,12.97389,123.99333,187670,0
Soshanguve,ZA,-25.47288,28.09919,872309,0
Sosnowiec,PL,50.28682,19.10385,227295,0
Soubre,CI,5.78377,-6.59388,131181,0
Souk Ahras,DZ,36.28639,7.95111,153479,0
Sousse,TN,35.82539,10.63699,221715,0
South Bend,US,41.68338,-86.25001,101516,0
South Boston,US,42.33343,-71.04949,571281,0
South Dublin,IE,53.29026,-6.34151,301075,0
South Fulton,US,33.59259,-84.67294,107436,0
South Tangerang,ID,-6.28862,106.71789,1429529,0
Southampton,GB,50.90395,-1.40428,269781,0
Southend-on-Sea,GB,51.53782,0.71433,295310,0
Soweto,ZA,-26.26781,27.85849,1695047,0
Soyapango,SV,13.71024,-89.13989,329708,0
Soyibug,IN,34.07677,74.7057,104000,0
Soyo,AO,-6.1349,12.36894,221555,0
Spanish Town,JM,17.99107,-76.95742,145018,0
Split,HR,43.50891,16.43915,149830,0
Spokane,US,47.65966,-117.42908,229447,0
Spring Valley,US,36.10803,-115.245,178395,0
Springfield,US,39.80172,-89.64371,114394,0
Springfield,US,37.21533,-93.29824,170188,0
Springfield,US,42.10148,-72.58981,154341,0
Springs,ZA,-26.25,28.4,186394,0
Sri Ganganagar,IN,29.92009,73.87496,237780,0
Sri Jayewardenepura Kotte,LK,6.88297,79.90708,115826,0
Srikakulam,IN,18.2989,83.89751,137944,0
Srinagar,IN,34.08565,74.80555,1206419,0
St Helens,GB,53.45,-2.73333,183200,0
St. Catharines,CA,43.17126,-79.24267,136803,0
St. John's,CA,47.56494,-52.70931,110525,0
St. Louis,US,38.62727,-90.19789,279695,0
St. Petersburg,US,27.77086,-82.67927,257083,0
Stamford,US,41.05343,-73.53873,128874,0
Standerton,ZA,-26.93366,29.24152,101101,0
Stanley,FK,-51.69382,-57.85701,2213,1
Stara Zagora,BG,42.43205,25.64262,121582,0
Staryy Oskol,RU,51.3025,37.84613,226977,0
Staten Island,US,40.56233,-74.13986,468730,0
Stavanger,NO,58.97005,5.73332,151669,0
Stavropol,RU,45.03442,41.9642,433931,0
Sterling Heights,US,42.58031,-83.0302,132052,0
Sterlitamak,RU,53.63793,55.9533,267231,0
Stockholm,SE,59.32938,18.06871,1515017,1
Stockport,GB,53.40979,-2.15761,139052,0
Stockton,US,37.9577,-121.29078,305658,0
Stoke-on-Trent,GB,53.00415,-2.18538,258366,0
Strasbourg,FR,48.58392,7.74553,274845,0
Strogino,RU,55.81838,37.41224,152000,0
Stuttgart,DE,48.78232,9.17702,612663,0
Suan Luang,TH,13.73028,100.65138,115658,0
Subang,ID,-6.57,107.75667,137234,0
Subang Jaya,MY,3.04384,101.58062,708296,0
Subotica,RS,46.1,19.66667,100000,0
Subulussalam,ID,2.662,97.8827,105553,0
Sucre,BO,-19.03332,-65.26274,224838,1
Suez,EG,29.97371,32.52627,699541,0
Suginami,JP,36.2013,140.28406,588354,0
Suicheng,CN,33.8963,117.93307,256665,0
Suihua,CN,46.64814,126.96656,252245,0
Suining,CN,30.50802,105.57332,656760,0
Suita,JP,34.76143,135.51567,385567,0
Suizhou,CN,31.71111,113.36306,618582,0
Sujangarh,IN,27.7,74.46667,183808,0
Sujiatun,CN,41.65917,123.33917,148113,0
Sukabumi,ID,-6.91806,106.92667,365735,0
Sukawati,ID,-8.4913,115.0459,125470,0
Sukkur,PK,27.70323,68.85889,563851,0
Sukrah,TN,36.87744,10.2468,159862,0
Sulaymaniyah,IQ,35.56496,45.4329,878146,0
Suleja,NG,9.18059,7.17939,162135,0
Sullana,PE,-4.90389,-80.68528,160789,0
Sultan Kudarat,PH,7.22889,124.25778,124965,0
Sultan Pur Majra,IN,28.68966,77.07648,181554,0
Sultanah,SA,24.49258,39.58572,946697,0
Sultanbeyli,TR,40.96072,29.27067,358201,0
Sultangazi,TR,41.10652,28.86847,436935,0
Sultanpur,IN,26.25788,82.07269,110368,0
Sumare,BR,-22.82194,-47.26694,286211,0
Sumayl,IQ,36.85823,42.8482,152512,0
Sumbawanga,TZ,-7.96667,31.61667,303986,0
Sumbe,AO,-11.20605,13.84371,205832,0
Sumedang,ID,-6.85861,107.91639,200000,0
Sumedang Utara,ID,-6.85,107.91667,100000,0
Sumgayit,AZ,40.58972,49.66861,427000,0
Sumida,JP,35.73289,139.82085,287766,0
Sumy,UA,50.91741,34.79906,256474,0
Sunch'on,KP,39.43167,125.93278,437000,0
Suncheon,KR,34.9505,127.48784,276375,0
Sunderland,GB,54.90465,-1.38222,170134,0
Sungai Buloh,MY,3.21,101.561,222858,0
Sungai Penuh,ID,-2.0561,101.3913,102224,0
Sungai Petani,MY,5.647,100.48772,544851,0
Sungailiat,ID,-1.85442,106.12215,100750,0
Sunggal,ID,3.5765,98.6151,157914,0
Sunnyvale,US,37.36883,-122.03635,155805,0
Sunrise Manor,US,36.21108,-115.07306,189372,0
Sunset Park,US,40.64548,-74.01241,126000,0
Sunshine Coast,AU,-26.65682,153.07955,398840,0
Suqian,CN,33.94917,118.29583,1437685,0
Surabaya,ID,-7.24917,112.75083,3018022,0
Surakarta,ID,-7.55611,110.83167,526870,0
Surat,IN,21.19594,72.83023,4591246,0
Surat Thani,TH,9.14011,99.33311,132040,0
Surendranagar,IN,22.72706,71.64856,179628,0
Surgut,RU,61.25757,73.41775,300367,0
Suriapet,IN,17.14054,79.62045,111729,0
Surprise,US,33.63059,-112.33322,143148,0
Surrey,CA,49.10635,-122.82509,568322,0
Suruc,TR,36.97612,38.42533,101178,0
Surulere,NG,6.50153,3.35808,191920,0
Sutton,GB,51.35,-0.2,187600,0
Sutton Coldfield,GB,52.56667,-1.81667,109899,0
Suva,FJ,-18.13683,178.42531,77366,1
Suwaylih,JO,32.0221,35.84394,151016,0
Suwon,KR,37.29111,127.00889,1234582,0
Suzano,BR,-23.5425,-46.31083,307429,0
Suzhou,CN,33.63611,116.97889,1647642,0
Suzhou,CN,31.30408,120.59538,6715559,0
Suzuka,JP,34.88333,136.58333,195670,0
Swansea,GB,51.62079,-3.94323,300352,0
Swindon,GB,51.55797,-1.78116,201669,0
Sydney,AU,-33.86785,151.20732,5638830,0
Sydney,CA,46.1351,-60.1831,105968,0
Sykhiv,UA,49.79427,24.06284,151131,0
Syktyvkar,RU,61.66393,50.8163,245083,0
Sylhet,BD,24.89904,91.87198,237000,0
Syracuse,US,43.04812,-76.14742,144142,0
Syzran,RU,53.1585,48.4681,189338,0
Szczecin,PL,53.42894,14.55302,395513,0
Szeged,HU,46.253,20.14824,160766,0
Szekesfehervar,HU,47.18995,18.41034,101600,0
Ta'if,SA,21.27028,40.41583,688693,0
Taboao da Serra,BR,-23.62611,-46.79167,273542,0
Tabora,TZ,-5.01622,32.82663,308741,0
Tabriz,IR,38.08,46.2919,1424641,0
Tabuk,PH,17.47378,121.46799,122771,0
Tabuk,PH,17.4084,121.2785,122771,0
Tabuk,SA,28.3998,36.57151,667000,0
Tacheng,CN,46.74535,82.95847,161037,0
Tachikawa,JP,35.7091,139.41891,183581,0
Tacloban,PH,11.24333,125.00472,259353,0
Tacna,PE,-18.01465,-70.25362,286240,0
Tacoma,US,47.25288,-122.44429,222906,0
Tacurong,PH,6.6925,124.67639,116945,0
Tadepalligudem,IN,16.81467,81.52717,112655,0
Tadpatri,IN,14.90832,78.01031,108171,0
Taganrog,RU,47.23627,38.9053,279056,0
Taganskiy,RU,55.73333,37.66667,116000,0
Taguatinga,BR,-15.83326,-48.05506,193367,0
Taguig,PH,14.5243,121.0792,1308085,0
Tahoua,NE,14.8888,5.2692,159468,0
Tahta,EG,26.76866,31.50198,134314,0
Tai Po,HK,22.45007,114.16877,274100,0
Tai'an,CN,36.18528,117.12,1735425,0
Taibai,CN,30.82482,108.35783,108387,0
Taicang,CN,31.44778,121.09389,831113,0
Taichung,TW,24.1469,120.6839,2850285,0
Tainan,TW,22.99083,120.21333,1856642,0
Taipa,MO,22.15583,113.55694,112051,0
Taipei,TW,25.05306,121.52639,7871900,1
Taiping,MY,4.85,100.73333,217647,0
Taishan,CN,22.25135,112.7799,145440,0
Taito,JP,35.70749,139.7788,211444,0
Taitung,TW,22.75991,121.14457,103260,0
Taiyuan,CN,37.86944,112.56028,4303673,0
Taiz,YE,13.57952,44.02091,940600,0
Taizhou,CN,32.49069,119.90812,1607108,0
Taizhou,CN,28.66266,121.43312,1485502,0
